COD_PLAN,AVANCE_CARRERA,COD_ACCESO,COD_SUBACCESO,CONVOCATORIA,APERTURA,T_DOCUMENTO,GENERO,EDAD,NUMERO_MATRICULAS,PAPA,PROME_ACADE,PBM_CALCULADO,ESTRATO,COD_DEPTO_RESIDENCIA,COD_MUN_RESIDENCIA,COD_PROVINCIA,COD_MINICIPIO,COD_NACIONALIDAD,VICTIMAS_DEL_CONFLICTO,DISCAPACIDAD,CARACTER_COLEGIO,PUNTAJE_ADMISION
L001,"64,80",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,25,9.0,"3,90","3,90",18,2,,,20.0,1.0,170,0,0,1,
L003,"82,30",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,36,10.0,"3,80","3,80",5,2,20.0,750.0,20.0,750.0,170,0,0,1,
L002,"82,60",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,28,10.0,"4,20","4,30",1,0,20.0,621.0,20.0,570.0,170,0,0,1,
L002,"85,80",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,28,10.0,"4,10","4,10",1,0,20.0,621.0,20.0,570.0,170,0,0,1,
L004,"63,30",1,29,2020-1S,2020-1S,TARJETA IDENTIDAD,MUJER,21,9.0,"4,20","4,20",9,2,,,11.0,1.0,170,0,0,1,
L005,"58,20",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,20,9.0,"4,00","4,00",3,1,,,20.0,443.0,170,0,0,1,
L001,"34,60",1,29,2020-1S,2020-1S,TARJETA IDENTIDAD,MUJER,20,9.0,"3,40","3,60",2,1,,,20.0,1.0,170,0,0,1,
L006,"74,70",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9.0,"4,10","4,10",2,1,20.0,1.0,2.0,999.0,862,0,0,1,
L001,"62,60",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,20,9.0,"4,00","4,00",12,3,20.0,1.0,2.0,999.0,862,0,0,1,
L006,"58,80",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9.0,"4,10","4,20",16,3,20.0,1.0,20.0,1.0,170,0,0,1,
L001,"63,70",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,35,9.0,"3,80","3,80",49,2,20.0,1.0,20.0,1.0,170,0,0,0,
L005,"58,20",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,29,10.0,"4,10","4,10",4,1,20.0,1.0,20.0,1.0,170,0,0,1,
L004,"80,00",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,25,10.0,"4,20","4,20",31,3,,,20.0,1.0,170,0,0,0,
L006,"47,30",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,25,10.0,"3,80","3,80",6,2,20.0,1.0,13.0,1.0,170,0,0,1,
L005,"78,50",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,22,10.0,"4,10","4,20",2,1,20.0,1.0,20.0,1.0,170,0,0,1,
L005,"31,60",1,29,2022-1S,2022-1S,TARJETA IDENTIDAD,MUJER,19,5.0,"4,20","4,20",22,1,20.0,1.0,20.0,1.0,170,0,0,0,441.81
L006,"23,10",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,18,5.0,"3,50","3,60",26,3,,,20.0,1.0,170,0,0,0,470.46
L001,"24,60",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,19,5.0,"3,40","3,40",1,1,,,20.0,1.0,170,0,0,1,390.96
L001,"28,50",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,18,5.0,"3,90","3,90",6,2,,,20.0,1.0,170,0,0,1,458.27
L005,"29,90",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,19,5.0,"3,70","3,70",3,1,44.0,855.0,44.0,855.0,170,0,0,1,549.82
L003,"29,10",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,19,5.0,"4,10","4,10",1,1,20.0,621.0,20.0,621.0,170,0,0,1,379.7
L005,"25,40",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,19,5.0,"3,80","3,80",2,1,20.0,1.0,20.0,1.0,170,0,0,1,475.02
L002,"28,40",1,29,2022-1S,2022-1S,TARJETA IDENTIDAD,MUJER,18,5.0,"4,00","4,00",6,2,,,20.0,1.0,170,0,0,1,431.11
L004,"26,70",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,22,5.0,"4,10","4,10",19,3,,,20.0,1.0,170,0,0,0,373.81
L005,"29,90",1,29,2022-1S,2022-1S,TARJETA IDENTIDAD,MUJER,17,5.0,"4,00","4,00",4,1,,,20.0,1.0,170,0,0,1,594.07
L006,"33,00",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,20,5.0,"3,80","3,80",10,2,,,20.0,1.0,170,0,0,1,546.59
L005,"27,70",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,20,5.0,"3,80","3,80",5,1,20.0,1.0,20.0,1.0,170,0,0,1,443.87
L001,"29,60",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,21,5.0,"4,20","4,20",8,2,,,,,862,0,0,1,431.29
L005,"26,00",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,23,5.0,"3,90","3,90",5,2,,,20.0,1.0,170,0,0,1,435.58
L001,"17,30",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,20,5.0,"3,40","3,50",2,0,,,20.0,1.0,170,0,0,1,484.34
L003,"30,50",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,24,5.0,"4,00","4,00",13,2,,,20.0,621.0,170,0,0,0,443.37
L006,"14,80",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,19,5.0,"3,10","3,20",5,1,20.0,1.0,20.0,175.0,170,0,0,1,508.95
L001,"11,20",3,29,2022-1S,2024-1S,TARJETA IDENTIDAD,MUJER,18,1.0,"3,60","3,70",4,1,20.0,1.0,20.0,238.0,170,0,0,1,
L004,"54,00",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,21,7.0,"4,40","4,40",2,1,,,,,862,0,0,1,525.44
L004,"46,00",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,19,7.0,"3,80","3,80",5,2,20.0,1.0,,,862,0,0,1,477.16
L005,"31,60",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,21,7.0,"3,50","3,60",6,2,20.0,1.0,20.0,1.0,170,0,0,1,483.02
L001,"53,10",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,"4,10","4,10",5,2,,,20.0,1.0,170,0,0,1,455.27
L005,"52,50",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,19,7.0,"4,20","4,20",3,1,,,20.0,621.0,170,0,0,1,467.89
L001,"51,40",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,19,6.0,"4,30","4,30",25,1,,,20.0,1.0,170,0,0,1,639.78
L004,"58,70",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,"4,40","4,40",1,1,20.0,1.0,20.0,1.0,170,0,0,1,484.07
L005,"40,10",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,19,7.0,"4,00","4,00",4,1,,,20.0,621.0,170,0,0,1,547.19
L002,"52,90",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,19,7.0,"3,80","3,80",2,1,,,20.0,621.0,170,0,0,1,510.63
L001,"48,00",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,21,7.0,"3,70","3,70",6,2,,,20.0,621.0,170,0,0,1,463.98
L001,"38,00",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,21,6.0,"3,90","3,90",4,2,20.0,1.0,20.0,1.0,170,0,0,1,425.33
L006,"18,10",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,25,7.0,"3,10","3,50",1,1,20.0,443.0,20.0,443.0,170,0,0,1,544.49
L003,"53,20",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,21,7.0,"4,00","4,00",1,1,20.0,1.0,20.0,1.0,170,0,0,1,453.96
L005,"52,50",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,23,7.0,"4,10","4,10",3,1,,,20.0,1.0,170,0,0,1,530.05
L005,"39,00",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,21,7.0,"4,10","4,10",9,1,20.0,443.0,20.0,1.0,170,0,0,1,514.58
L003,"48,90",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,20,7.0,"3,80","4,00",5,1,20.0,1.0,20.0,1.0,170,0,0,1,375.25
L006,"47,80",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,20,7.0,"4,30","4,30",7,2,,,20.0,1.0,170,0,0,1,549.68
L001,"42,50",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,21,7.0,"3,90","4,00",4,2,20.0,1.0,20.0,1.0,170,0,0,1,474.69
L002,"43,20",1,29,2021-1S,2021-1S,TARJETA IDENTIDAD,HOMBRE,20,7.0,"3,70","3,70",2,1,,,20.0,1.0,170,0,0,1,438.43
L005,"54,80",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,"4,20","4,20",3,1,,,20.0,1.0,170,0,0,0,517.43
L005,"34,50",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,"3,70","3,80",2,1,,,11.0,1.0,170,0,0,1,475.22
L005,"33,90",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,20,7.0,"3,60","3,60",38,1,20.0,1.0,13.0,1.0,170,0,0,0,535.54
L005,"48,00",1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,19,7.0,"3,90","3,90",1,1,,,13.0,188.0,170,0,0,1,470.73
L001,"63,10",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,22,8.0,"4,30","4,30",2,1,20.0,1.0,13.0,549.0,170,0,0,Nocturno,
L006,"18,70",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,22,6.0,"2,90","2,90",19,2,,,20.0,1.0,170,0,0,Nocturno,526.92
L001,"63,10",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,24,8.0,"4,00","4,00",4,0,20.0,570.0,20.0,1.0,170,0,0,1,
L005,"43,50",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,22,8.0,"3,80","3,90",3,1,,,20.0,1.0,170,0,0,1,659.63
L001,"55,30",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,"4,00","4,10",8,2,20.0,621.0,20.0,1.0,170,0,0,1,488.46
L001,"53,10",3,29,2020-2S,2023-1S,NUMERO DE CEDULA,MUJER,22,3.0,"3,90","3,90",2,1,20.0,1.0,20.0,1.0,170,0,0,1,
L003,"68,80",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,21,8.0,"4,10","4,10",4,1,20.0,750.0,20.0,621.0,170,0,0,1,
L006,"24,20",1,29,2020-2S,2020-2S,TARJETA IDENTIDAD,HOMBRE,21,7.0,"3,40","3,60",26,3,,,20.0,1.0,170,0,0,Nocturno,540.76
L002,"21,90",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,21,7.0,"3,00","3,40",38,1,,,20.0,1.0,170,0,0,1,
L001,"64,80",1,29,2020-2S,2020-2S,TARJETA IDENTIDAD,HOMBRE,21,8.0,"4,10","4,10",8,1,,,20.0,1.0,170,0,0,1,
L006,"29,10",1,29,2020-2S,2020-2S,TARJETA IDENTIDAD,HOMBRE,21,8.0,"3,30","3,60",2,1,,,20.0,1.0,170,0,0,1,522.3
L006,"57,10",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,20,8.0,"4,10","4,10",41,2,20.0,621.0,20.0,621.0,170,0,0,0,567.69
L001,"55,30",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,"4,10","4,10",9,1,,,44.0,874.0,170,0,0,1,445.38
L005,"42,40",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,26,8.0,"3,60","3,80",10,1,20.0,1.0,11.0,1.0,170,0,0,Nocturno,
L001,"45,30",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,30,8.0,"3,80","3,90",1,1,20.0,13.0,20.0,13.0,170,0,0,Nocturno,
L001,"51,40",3,29,2020-2S,2023-1S,NUMERO DE CEDULA,HOMBRE,24,3.0,"4,20","4,20",3,1,,,11.0,1.0,170,0,0,1,
L003,"53,20",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,27,8.0,"3,60","3,60",1,1,,,20.0,1.0,170,0,0,1,345.38
L001,"53,60",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,23,8.0,"4,10","4,10",1,1,,,20.0,1.0,170,0,0,1,524.61
L003,"44,70",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,21,7.0,"4,00","4,10",1,1,20.0,228.0,20.0,228.0,170,0,0,1,
L004,"58,00",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,22,8.0,"4,20","4,20",7,2,,,20.0,1.0,170,0,0,1,520.0
L006,"48,90",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,42,8.0,"4,40","4,40",9,1,,,20.0,1.0,170,0,0,1,611.02
L006,"33,50",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,21,6.0,"4,20","4,30",3,1,20.0,443.0,20.0,443.0,170,0,0,1,488.82
L006,"39,00",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,20,6.0,"4,00","4,10",5,1,,,20.0,32.0,170,0,0,1,567.05
L001,"42,50",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,23,6.0,"4,10","4,10",1,1,,,20.0,32.0,170,0,0,1,416.83
L006,"36,30",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,21,6.0,"4,20","4,20",9,2,,,20.0,1.0,170,0,0,1,463.25
L003,"38,30",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,22,6.0,"4,20","4,20",20,2,,,20.0,1.0,170,0,0,0,382.81
L001,"42,50",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,20,6.0,"4,20","4,20",7,2,,,20.0,1.0,170,0,0,1,404.92
L001,"24,60",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,21,6.0,"3,20","3,30",11,2,20.0,1.0,20.0,1.0,170,0,0,1,411.72
L006,"18,10",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,20,6.0,"3,60","3,70",5,1,,,44.0,279.0,170,0,0,0,514.43
L001,"19,00",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,20,5.0,"3,30","3,40",44,0,,,5.0,88.0,170,0,0,0,459.45
L001,"28,50",1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,19,5.0,"4,20","4,20",1,1,20.0,13.0,13.0,670.0,170,0,0,1,
L005,"26,00",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,20,6.0,"3,70","3,80",1,1,20.0,250.0,20.0,32.0,170,0,0,1,502.86
L005,"29,40",1,29,2021-2S,2021-2S,TARJETA IDENTIDAD,MUJER,20,6.0,"3,50","3,60",5,2,20.0,750.0,20.0,750.0,170,0,0,0,419.74
L002,"40,00",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,20,6.0,"4,00","4,00",6,2,,,20.0,175.0,170,0,0,1,464.29
L002,"17,40",1,29,2021-2S,2021-2S,TARJETA IDENTIDAD,MUJER,20,6.0,"3,10","3,40",37,7,20.0,1.0,20.0,60.0,170,0,0,1,285.42
L002,"21,30",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,19,6.0,"3,10","3,30",3,1,,,20.0,1.0,170,0,0,1,448.12
L004,"37,30",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,19,6.0,"4,30","4,30",3,1,,,20.0,1.0,170,0,0,1,458.67
L003,"34,00",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,24,6.0,"3,70","3,80",6,2,,,20.0,1.0,170,0,0,1,351.31
L004,"18,00",3,29,2021-2S,2023-1S,NUMERO DE CEDULA,HOMBRE,19,3.0,"3,20","3,20",5,1,,,20.0,750.0,170,0,0,1,
L005,"37,30",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,20,6.0,"4,10","4,10",28,2,,,20.0,1.0,170,0,0,1,490.78
L002,"48,40",1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,20,6.0,"3,90","3,90",3,1,20.0,1.0,20.0,1.0,170,0,0,1,453.0
L001,"0,00",1,1,2024-1S,2024-1S,TARJETA IDENTIDAD,MUJER,19,,,,53,4,20.0,1.0,20.0,1.0,170,0,0,0,
L004,"20,00",1,29,2022-2S,2022-2S,TARJETA IDENTIDAD,HOMBRE,19,4.0,"3,90","3,90",2,1,,,20.0,770.0,170,0,0,1,360.61
L001,"23,50",1,29,2022-2S,2022-2S,TARJETA IDENTIDAD,MUJER,17,4.0,"4,30","4,30",13,2,,,20.0,1.0,170,0,0,1,496.878
L004,"19,30",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,21,4.0,"4,20","4,20",1,1,,,20.0,1.0,170,0,0,1,393.754
L006,"11,00",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,20,4.0,"3,70","3,70",7,1,,,20.0,1.0,170,0,0,1,548.771
L001,"15,10",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,18,4.0,"4,00","4,00",3,1,20.0,1.0,11.0,1.0,170,0,0,1,424.858
L001,"30,70",1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,28,6.0,"3,90","3,90",7,2,20.0,770.0,20.0,770.0,170,0,0,1,428.46
L002,"12,90",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,19,4.0,"3,60","3,60",2,1,,,20.0,621.0,170,0,0,1,342.902
L002,"13,50",1,29,2022-2S,2022-2S,CEDULA EXTRANJERIA,MUJER,20,4.0,"3,50","3,50",2,1,,,2.0,999.0,862,0,0,1,465.095
L005,"16,40",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,24,4.0,"3,90","3,90",4,1,,,20.0,1.0,170,0,0,1,473.469
L002,"9,70",1,29,2022-2S,2022-2S,TARJETA IDENTIDAD,HOMBRE,18,4.0,"3,00","3,10",17,2,,,20.0,621.0,170,0,0,0,319.354
L004,"18,00",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,19,4.0,"3,70","3,70",1,1,,,20.0,443.0,170,0,0,1,393.727
L006,"18,70",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,20,4.0,"3,70","3,80",27,1,,,20.0,1.0,170,0,0,0,545.335
L005,"10,20",1,29,2022-2S,2022-2S,TARJETA IDENTIDAD,HOMBRE,19,4.0,"3,10","3,10",13,3,,,20.0,1.0,170,0,0,1,515.793
L005,"11,30",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,19,4.0,"3,70","3,70",3,1,,,20.0,13.0,170,0,0,1,452.619
L004,"20,00",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,21,4.0,"4,50","4,50",1,1,20.0,1.0,20.0,750.0,170,0,0,1,427.984
L003,"20,60",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,20,4.0,"3,80","3,80",3,1,20.0,1.0,20.0,1.0,170,0,0,1,347.938
L004,"16,70",1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,27,4.0,"3,90","3,90",2,1,,,20.0,621.0,170,0,0,Nocturno,393.302
L002,"11,00",1,29,2022-2S,2022-2S,TARJETA IDENTIDAD,HOMBRE,19,4.0,"3,50","3,50",21,1,,,20.0,621.0,170,0,0,0,395.993
L004,"15,30",1,29,2022-2S,2022-2S,TARJETA IDENTIDAD,HOMBRE,18,4.0,"3,40","3,50",1,1,,,20.0,1.0,170,0,0,1,425.289
L006,"18,10",1,29,2022-2S,2022-2S,TARJETA IDENTIDAD,HOMBRE,18,4.0,"3,70","3,70",27,2,,,68.0,1.0,170,0,0,0,636.013
L006,"11,00",1,3,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,18,3.0,"3,80","3,80",34,3,,,44.0,1.0,170,0,0,0,579.573
L006,"11,00",1,1,2023-1S,2023-1S,NUMERO DE CEDULA,HOMBRE,19,3.0,"4,20","4,20",6,2,20.0,1.0,20.0,1.0,170,0,0,1,564.453
L002,"5,80",1,24,2023-1S,2023-1S,NUMERO DE CEDULA,HOMBRE,21,3.0,"3,20","3,20",11,1,20.0,750.0,20.0,750.0,170,1,0,1,458.004
L005,"23,20",1,1,2023-1S,2023-1S,NUMERO DE CEDULA,HOMBRE,21,3.0,"4,00","4,00",4,2,,,20.0,621.0,170,0,0,1,505.543
L002,"11,60",1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,MUJER,17,3.0,"3,90","3,90",17,3,,,23.0,660.0,170,0,0,1,416.418
L006,"9,90",1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,18,3.0,"3,70","3,70",12,1,20.0,1.0,11.0,1.0,170,0,0,1,605.196
L003,"11,30",1,3,2023-1S,2023-1S,NUMERO DE CEDULA,MUJER,21,3.0,"4,00","4,00",4,1,20.0,1.0,20.0,1.0,170,0,0,1,408.613
L003,"11,30",1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,MUJER,18,3.0,"4,20","4,20",8,2,,,20.0,621.0,170,0,0,1,437.139
L005,"11,30",1,24,2023-1S,2023-1S,TARJETA IDENTIDAD,MUJER,18,3.0,"3,90","3,90",1,1,,,20.0,1.0,170,1,0,1,498.739
L001,"8,90",1,1,2023-1S,2023-1S,NUMERO DE CEDULA,MUJER,18,3.0,"3,80","3,80",11,2,20.0,1.0,20.0,1.0,170,0,0,1,511.668
L002,"9,00",1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,18,3.0,"4,00","4,00",2,1,,,20.0,621.0,170,0,0,1,500.268
L002,"10,30",1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,17,3.0,"4,00","4,00",5,2,,,20.0,1.0,170,0,0,1,472.549
L003,"11,30",1,24,2023-1S,2023-1S,NUMERO DE CEDULA,HOMBRE,23,3.0,"3,70","3,70",3,1,,,20.0,621.0,170,1,0,1,508.868
L006,"9,30",1,1,2023-1S,2023-1S,NUMERO DE CEDULA,HOMBRE,18,3.0,"4,40","4,40",37,3,20.0,1.0,20.0,1.0,170,0,0,1,626.994
L005,"11,30",1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,18,3.0,"4,70","4,70",6,2,20.0,1.0,20.0,1.0,170,0,0,1,544.057
L001,"12,80",1,1,2023-1S,2023-1S,NUMERO DE CEDULA,HOMBRE,23,3.0,"4,20","4,20",1,1,,,54.0,3.0,170,0,0,1,550.969
L002,"0,00",1,1,2024-1S,2024-1S,TARJETA IDENTIDAD,HOMBRE,17,,,,41,2,,,20.0,1.0,170,0,0,1,542.076
L004,"0,00",1,24,2024-1S,2024-1S,TARJETA IDENTIDAD,MUJER,16,,,,64,7,,,20.0,1.0,170,1,0,1,417.89
L001,"0,00",1,1,2024-1S,2024-1S,TARJETA IDENTIDAD,HOMBRE,18,,,,57,7,,,20.0,621.0,170,0,0,1,431.703
L001,"0,00",1,1,2024-1S,2024-1S,NUMERO DE CEDULA,MUJER,29,,,,25,1,,,20.0,1.0,170,0,0,1,482.966
L001,"0,00",1,24,2024-1S,2024-1S,NUMERO DE CEDULA,HOMBRE,22,,,,38,1,,,20.0,13.0,170,1,0,1,436.954
L003,"0,00",1,1,2024-1S,2024-1S,TARJETA IDENTIDAD,HOMBRE,16,,,,4,1,,,20.0,1.0,170,0,0,1,432.865
L004,"0,00",1,24,2024-1S,2024-1S,NUMERO DE CEDULA,MUJER,21,,,,8,2,,,47.0,555.0,170,1,0,1,434.305
L002,"4,50",1,1,2023-2S,2023-2S,NUMERO DE CEDULA,HOMBRE,19,2.0,"3,80","3,80",57,7,,,11.0,1.0,170,0,0,1,461.391
L002,"5,80",1,1,2023-2S,2023-2S,NUMERO DE CEDULA,MUJER,24,2.0,"4,00","4,00",6,2,,,15.0,759.0,170,0,0,1,333.575
L002,"4,50",1,1,2023-2S,2023-2S,NUMERO DE CEDULA,MUJER,22,2.0,"4,10","4,10",3,1,,,70.0,1.0,170,0,0,1,414.251
L004,"3,30",1,24,2023-2S,2023-2S,NUMERO DE CEDULA,HOMBRE,19,2.0,"3,20","3,20",1,1,20.0,1.0,20.0,1.0,170,1,0,1,356.631
L003,"5,00",1,24,2023-2S,2023-2S,NUMERO DE CEDULA,MUJER,19,2.0,"4,10","4,10",1,1,,,20.0,750.0,170,1,0,1,359.996
L002,"3,20",1,24,2023-2S,2023-2S,NUMERO DE CEDULA,MUJER,19,2.0,"3,70","3,70",1,1,,,20.0,443.0,170,1,0,1,305.06
L001,"0,00",1,24,2024-1S,2024-1S,NUMERO DE CEDULA,HOMBRE,21,,,,40,1,,,20.0,1.0,170,1,0,0,557.238
L005,"0,00",1,3,2024-1S,2024-1S,NUMERO DE CEDULA,HOMBRE,25,,,,59,0,,,20.0,570.0,170,0,0,1,451.194
L006,"3,80",1,21,2023-2S,2023-2S,TARJETA IDENTIDAD,HOMBRE,18,2.0,"4,00","4,00",2,1,,,20.0,175.0,170,0,0,1,514.729
L006,"3,80",1,1,2023-2S,2023-2S,NUMERO DE CEDULA,HOMBRE,20,2.0,"4,30","4,30",4,2,20.0,1.0,20.0,1.0,170,0,0,1,602.958
L005,"0,00",1,24,2024-1S,2024-1S,TARJETA IDENTIDAD,MUJER,17,,,,32,7,,,47.0,245.0,170,1,0,1,493.956
L001,"3,90",1,1,2023-2S,2023-2S,NUMERO DE CEDULA,HOMBRE,20,2.0,"4,40","4,40",5,1,,,20.0,1.0,170,0,0,1,550.607
L005,"4,00",1,1,2023-2S,2023-2S,TARJETA IDENTIDAD,HOMBRE,17,2.0,"4,60","4,60",2,1,,,20.0,400.0,170,0,0,1,501.425
L006,"3,80",1,1,2023-2S,2023-2S,TARJETA IDENTIDAD,HOMBRE,18,2.0,"4,50","4,50",10,1,,,20.0,1.0,170,0,0,1,786.743
L001,"0,00",1,24,2024-1S,2024-1S,TARJETA IDENTIDAD,HOMBRE,16,,,,38,1,,,20.0,1.0,170,1,0,1,555.721
L006,"0,00",1,24,2024-1S,2024-1S,TARJETA IDENTIDAD,HOMBRE,17,,,,39,2,,,20.0,1.0,170,1,0,1,591.109
L003,"63,80",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,22,9.0,"3,80","3,80",3,1,,,20.0,1.0,170,0,0,1,
L005,"56,50",1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,22,10.0,"4,00","4,10",3,1,20.0,1.0,20.0,1.0,170,0,0,1,
L003,"74,50",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,23,9.0,"4,30","4,30",2,1,20.0,621.0,20.0,1.0,170,0,0,1,
L002,"69,00",1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,20,9.0,"4,00","4,00",30,2,,,20.0,1.0,170,0,0,0,
