SEDE,COD_FACULTAD,FACULTAD,COD_PLAN,PLAN,CONVENIO_PLAN,COD_NIVEL,NIVEL,AVANCE_CARRERA,COD_ACCESO,ACCESO,COD_SUBACCESO,SUBACCESO,CONVOCATORIA,APERTURA,T_DOCUMENTO,GENERO,EDAD,NUMERO_MATRICULAS,PAPA,PROME_ACADE,PBM_CALCULADO,ESTRATO,COD_DEPTO_RESIDENCIA,DEPTO_RESIDENCIA,COD_MUN_RESIDENCIA,MUNICIPIO_RESIDENCIA,COD_PROVINCIA,PROVINCIA_NACIMIENTO,COD_MINICIPIO,MUNICIPIO_NACIMIENTO,COD_NACIONALIDAD,PAIS-NACIONALIDAD,VICTIMAS_DEL_CONFLICTO,DISCAPACIDAD,CARACTER_COLEGIO,PUNTAJE_ADMISION
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"52,70",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,20,7,"4,30","4,30",8,2,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,618.09
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"11,20",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,2021-1S,NUMERO DE CEDULA,MUJER,20,4,"4,60","4,60",21,1,20,CESAR,621,LA PAZ,11,"BOGOTÁ, D.C.",1,"BOGOTÁ, D.C.",170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"73,00",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,21,8,"4,30","4,30",4,0,,,,,20,CESAR,228,CURUMANÍ,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L002,ESTADÍSTICA,,3,PREGRADO,"40,00",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,24,8,"3,50","3,60",3,1,,,,,20,CESAR,443,MANAURE BALCÓN DEL CESAR,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"61,00",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,21,8,"4,00","4,00",6,1,20,CESAR,1,VALLEDUPAR,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,426.92
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L004,GESTIÓN CULTURAL Y COMUNICATIVA,,3,PREGRADO,"64,00",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,20,8,"4,20","4,20",1,1,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"31,80",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,21,5,"4,00","4,00",8,2,20,CESAR,13,AGUSTÍN CODAZZI,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L005,INGENIERÍA BIOLÓGICA,,3,PREGRADO,"56,50",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,20,8,"4,10","4,10",9,2,,,,,44,LA GUAJIRA,78,BARRANCAS,170,COLOMBIA,NO,NO,Plantel Privado,617.69
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"70,20",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,24,8,"4,00","4,00",5,0,,,,,20,CESAR,750,SAN DIEGO,170,COLOMBIA,NO,NO,Plantel Oficial,478.46
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"53,80",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,21,8,"3,90","3,90",1,1,,,,,20,CESAR,13,AGUSTÍN CODAZZI,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"36,20",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,25,8,"3,40","3,50",3,1,,,,,20,CESAR,750,SAN DIEGO,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"56,00",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,24,8,"3,60","3,60",1,1,20,CESAR,750,SAN DIEGO,20,CESAR,750,SAN DIEGO,170,COLOMBIA,NO,NO,Plantel Oficial,456.92
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"57,00",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,26,8,"4,10","4,10",10,1,,,,,20,CESAR,60,BOSCONIA,170,COLOMBIA,NO,NO,Nocturno,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"61,70",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,27,8,"4,20","4,20",2,1,,,,,20,CESAR,443,MANAURE BALCÓN DEL CESAR,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"61,70",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,27,8,"4,20","4,20",2,1,,,,,20,CESAR,443,MANAURE BALCÓN DEL CESAR,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"61,70",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,27,8,"4,20","4,20",2,1,,,,,20,CESAR,443,MANAURE BALCÓN DEL CESAR,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"58,10",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,21,8,"3,90","3,90",1,1,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"36,30",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,24,7,"3,60","3,70",2,1,,,,,20,CESAR,443,MANAURE BALCÓN DEL CESAR,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L002,ESTADÍSTICA,,3,PREGRADO,"41,30",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,20,8,"3,50","3,60",1,1,20,CESAR,621,LA PAZ,20,CESAR,621,LA PAZ,170,COLOMBIA,NO,NO,Plantel Oficial,409.23
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L002,ESTADÍSTICA,,3,PREGRADO,"23,20",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,21,6,"3,20","3,30",3,1,,,,,20,CESAR,517,PAILITAS,170,COLOMBIA,NO,NO,Plantel Oficial,316.39
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L004,GESTIÓN CULTURAL Y COMUNICATIVA,,3,PREGRADO,"40,70",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,22,6,"4,30","4,30",1,1,20,CESAR,621,LA PAZ,23,CÓRDOBA,79,BUENAVISTA,170,COLOMBIA,NO,NO,Plantel Oficial,381.21
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"38,50",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,21,6,"4,40","4,40",1,1,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,473.64
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"35,20",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,22,6,"4,20","4,30",16,2,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,560.68
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L005,INGENIERÍA BIOLÓGICA,,3,PREGRADO,"30,50",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,21,6,"3,70","3,70",6,2,20,CESAR,1,VALLEDUPAR,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Privado,464.2
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"46,10",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,21,6,"4,10","4,10",1,1,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,409.27
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L004,GESTIÓN CULTURAL Y COMUNICATIVA,,3,PREGRADO,"36,70",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,20,6,"4,20","4,20",37,2,20,CESAR,1,VALLEDUPAR,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Privado,469.45
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L002,ESTADÍSTICA,,3,PREGRADO,"39,40",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,2021-2S,TARJETA IDENTIDAD,MUJER,20,6,"4,30","4,30",5,2,,,,,44,LA GUAJIRA,430,MAICAO,170,COLOMBIA,NO,NO,Plantel Oficial,496.27
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"31,90",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,19,6,"4,40","4,40",4,1,,,,,11,"BOGOTÁ, D.C.",1,"BOGOTÁ, D.C.",170,COLOMBIA,NO,NO,Plantel Oficial,506.02
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L004,GESTIÓN CULTURAL Y COMUNICATIVA,,3,PREGRADO,"37,30",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,21,6,"4,30","4,30",4,1,,,,,20,CESAR,750,SAN DIEGO,170,COLOMBIA,NO,NO,Plantel Oficial,461.82
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"44,10",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,20,6,"4,20","4,20",1,1,,,,,20,CESAR,570,PUEBLO BELLO,170,COLOMBIA,NO,NO,Plantel Oficial,471.78
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L004,GESTIÓN CULTURAL Y COMUNICATIVA,,3,PREGRADO,"34,70",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,26,6,"4,30","4,30",7,2,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,476.98
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"57,50",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,25,6,"4,30","4,30",6,2,20,CESAR,1,VALLEDUPAR,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,454.19
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L002,ESTADÍSTICA,,3,PREGRADO,"40,00",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,19,6,"3,90","3,90",2,1,20,CESAR,1,VALLEDUPAR,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,568.35
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"43,00",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,20,6,"4,20","4,20",3,1,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,530.29
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L004,GESTIÓN CULTURAL Y COMUNICATIVA,,3,PREGRADO,"34,00",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,2021-2S,TARJETA IDENTIDAD,MUJER,20,6,"3,70","3,80",38,2,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Privado,463
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"42,60",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,21,6,"3,80","3,90",1,1,,,,,20,CESAR,750,SAN DIEGO,170,COLOMBIA,NO,NO,Nocturno,303.93
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L005,INGENIERÍA BIOLÓGICA,,3,PREGRADO,"19,80",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,18,4,"4,00","4,00",1,1,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,506.21
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"22,00",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,19,4,"4,00","4,00",6,2,20,CESAR,1,VALLEDUPAR,13,BOLÍVAR,600,RÍO VIEJO,170,COLOMBIA,NO,NO,Plantel Oficial,317.351
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L004,GESTIÓN CULTURAL Y COMUNICATIVA,,3,PREGRADO,"15,30",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,21,4,"3,50","3,60",1,1,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,419.368
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"20,90",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,19,4,"3,90","3,90",3,2,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,570.324
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L005,INGENIERÍA BIOLÓGICA,,3,PREGRADO,"17,50",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,2022-2S,TARJETA IDENTIDAD,HOMBRE,18,4,"3,90","4,10",16,2,,,,,11,"BOGOTÁ, D.C.",1,"BOGOTÁ, D.C.",170,COLOMBIA,NO,NO,Plantel Oficial,548.96
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L004,GESTIÓN CULTURAL Y COMUNICATIVA,,3,PREGRADO,"21,30",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,21,4,"4,20","4,20",3,1,20,CESAR,1,VALLEDUPAR,8,ATLÁNTICO,1,BARRANQUILLA,170,COLOMBIA,NO,NO,Plantel Oficial,505.323
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"24,80",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,19,4,"4,10","4,10",1,1,,,,,68,SANTANDER,1,BUCARAMANGA,170,COLOMBIA,NO,NO,Plantel Oficial,340.053
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L005,INGENIERÍA BIOLÓGICA,,3,PREGRADO,"15,80",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,20,4,"3,70","3,70",2,1,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,450.749
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L004,GESTIÓN CULTURAL Y COMUNICATIVA,,3,PREGRADO,"6,00",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,23,3,"2,90","2,90",4,1,,,,,20,CESAR,443,MANAURE BALCÓN DEL CESAR,170,COLOMBIA,NO,NO,Plantel Oficial,380.266
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L004,GESTIÓN CULTURAL Y COMUNICATIVA,,3,PREGRADO,"21,30",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,2022-2S,TARJETA IDENTIDAD,HOMBRE,19,4,"4,30","4,30",20,1,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Privado,509.979
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"22,00",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,19,4,"4,20","4,20",2,1,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,442.328
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"17,00",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,23,4,"3,70","3,70",5,2,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,337.084
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"17,30",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,19,4,"3,80","3,80",38,1,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,432.391
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"7,30",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,2022-2S,TARJETA IDENTIDAD,HOMBRE,19,4,"3,20","3,20",2,1,,,,,20,CESAR,750,SAN DIEGO,170,COLOMBIA,NO,NO,Plantel Oficial,397.18
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"24,10",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,2022-2S,TARJETA IDENTIDAD,HOMBRE,18,4,"4,40","4,40",2,1,20,CESAR,1,VALLEDUPAR,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,400.96
